UniProt_ID	gene name
P19944	Not Found
P13437	Not Found
P15178	Not Found
P09895	Not Found
E9PTS4	Not Found
D3ZD97	Not Found
G3V6H2	Not Found
F1LMV9	Not Found
Q9Z327	Not Found
Q6P6T4	Not Found
Q71TY3	Not Found
B0BNA7	Not Found
G3V7T6	Not Found
B4F7C9	Not Found
Q5XI32	Not Found
P09495	Not Found
P29314	Not Found
Q63355	Not Found
P85515	Not Found
G3V9R8	Not Found
P82808	Not Found
A6IU83	Not Found
Q71UF4	Not Found
Q07439	Not Found
P62282	Not Found
P28480	Not Found
P04961	Not Found
P35738	Not Found
F1LQ48	Not Found
Q8VHV7	Not Found
P62824	Not Found
O89035	Not Found
A7VJC2	Not Found
Q63942	Not Found
P12001	Not Found
P83732	Not Found
P61354	Not Found
Q00438	Not Found
P62632	Not Found
P21807	Not Found
P32089	Not Found
P62907	Not Found
A0A0G2K719	Not Found
D4A4L4	Not Found
Q5I0G4	Not Found
F1M392	Not Found
P11960	Not Found
B2RYQ5	Not Found
Q4V8C3	Not Found
D4A9D6	Not Found
D4A3K5	Not Found
A0A0G2QC56	Not Found
F7FF45	Not Found
D4ACB8	Not Found
D4AC36	Not Found
Q04462	Not Found
E9PTI6	Not Found
B2GV15	Not Found
A6I1D5	Not Found
D3ZIX4	Not Found
D4A720	Not Found
Q10758	Not Found
P21531	Not Found
Q6JBI7	Not Found
Q68FR6	Not Found
Q68FR9	Not Found
Q5BJY9	Not Found
P43244	Not Found
P84586	Not Found
M0RDD7	Not Found
A0A0G2K2Z0	Not Found
Q7TP98	Not Found
Q3B8Q2	Not Found
A0A0G2K654	Not Found
Q568Z4	Not Found
F1M853	Not Found
D4A9L2	Not Found
Q9WUJ3	Not Found
A0A0G2K427	Not Found
B5DF91	Not Found
Q62826	Not Found
P70566	Not Found
B0BNK1	Not Found
P18596	Not Found
P19945	Not Found
Q4FZY0	Not Found
Q8K586	Not Found
P28841	Not Found
Q5RKI5	Not Found
P84082	Not Found
D3ZRN3	Not Found
Q6P502	Not Found
P62250	Not Found
P35435	Not Found
Q4V7E8	Not Found
F1M155	Not Found
P56574	Not Found
O08618	Not Found
P07153	Not Found
Q00981	Not Found
Q9JMJ4	Not Found
Q91V33	Not Found
D4A702	Not Found
Q63468	Not Found
Q6AYT3	Not Found
O35509	Not Found
P35280	Not Found
Q6IFU8	Not Found
Q641Z8	Not Found
P61206	Not Found
O88989	Not Found
P05369	Not Found
Q6IG00	Not Found
P62836	Not Found
D3ZPR0	Not Found
Q07984	Not Found
P25235	Not Found
P13084	Not Found
Q60587	Not Found
P54313	Not Found
F1M842	Not Found
P54359	Not Found
Q59FZ6	Not Found
Q61216	Not Found
B7Z6H4	Not Found
Q9DCD6	Not Found
O35814	Not Found
Q9QYF3	Not Found
P50398	Not Found
P85845	Not Found
Q5PPJ9	Not Found
Q9EPC6	Not Found
P06687	Not Found
Q08163	Not Found
Q62952	Not Found
P47728	Not Found
Q5XI73	Not Found
Q9JJM9	Not Found
P39069	Not Found
P13668	Not Found
Q9WV63	Not Found
P60203	Not Found
Q9QXU9	Not Found
P50399	Not Found
Q3B8Q0	Not Found
P85969	Not Found
O35095	Not Found
Q63754	Not Found
Q9R0K7	Not Found
Q99KA2	Not Found
Q8TB46	Not Found
Q8WUE3	CCNE2
P22214	Not Found
Q6P2R3	C6orf182
X5D8V5	Not Found
X5DNE0	Not Found
Q53G25	Not Found
A0JLT9	Not Found
Q7JZW2	Not Found
Q9XY40	Not Found
P46580	Not Found
Q9D103	Not Found
Q91WT9	Not Found
"chebi:""CHEBI:40749"""	Not Found
ensembl:ENSG00000176170	Not Found
Q8T076	Not Found
C5DFJ6	Not Found
W0TA43	Not Found
Q06410	Not Found
C3W6D7	Not Found
O14562	UBFD1
D0MGW1	Not Found
ensembl:ENSG00000095596	Not Found
Q9BPW4	APOL4
Q9NQF3	SERHL
P21555	Not Found
D3ZUY8	Not Found
P38297	Not Found
P38523	Not Found
Q08215	Not Found
Q9BU08	Not Found
P52332	Not Found
Q80ZK9	Not Found
Q5RJY2	Not Found
Q8R0W0	Not Found
Q69ZT9	Not Found
Q64487	Not Found
B1AR51	Not Found
O70481	Not Found
B1AY13	Not Found
Q9D219	Not Found
Q8VHE6	Not Found
Q8BZ21	Not Found
P0C6F1	Not Found
Q64213	Not Found
Q68G58	Not Found
O35516	Not Found
Q64455	Not Found
O55098	Not Found
Q9JI57	Not Found
Q8BW72	Not Found
E9QAF4	Not Found
Q9CQC6	Not Found
Q99K43	Not Found
Q9WV34	Not Found
Q8BUZ3	Not Found
Q9QZH1	Not Found
Q8BXJ2	Not Found
Q69ZU6	Not Found
Q8C170	Not Found
Q6ZPV2	Not Found
Q7SDP4	Not Found
G0S0Y3	Not Found
Q95RR8	Not Found
Q6ZWQ0	Not Found
Q1JU68	Not Found
Q4G061	Not Found
P13383	Not Found
P47727	Not Found
Q9EST6	Not Found
M0RCY2	Not Found
Q63945	Not Found
P63326	Not Found
D3ZAU6	Not Found
Q9QZ81	Not Found
Q80WE1	Not Found
Q9CXU0	Not Found
ensembl:ENSG00000124664	Not Found
ensembl:ENSG00000198691	Not Found
ensembl:ENSG00000124212	Not Found
ensembl:ENSG00000169067	Not Found
O15240	VGF
P09416	Not Found
Q96CX6	LRRC58
Q9BZJ7	GPR62
Q8N755	PQLC3
Q59FI9	Not Found
Q59ES8	Not Found
Q53HK9	Not Found
Q59GL1	Not Found
C7DJS2	Not Found
B5BTY4	Not Found
Q0VAC0	Not Found
B3KNR3	Not Found
F8W7C6	RPL10
Q53GX7	Not Found
Q53F35	Not Found
A4VAR9	Not Found
H3BV68	C16orf62
F5H199	MSRB3
B3KPW6	Not Found
F5H7Q6	WNT5B
Q9C0D4	ZNF518B
B4DNL7	NFS1
B4DNC8	Not Found
D6RAY6	CEP63
B7Z3B9	GAB1
C9J7X6	KIAA1147
A8MY26	DSCR3
D6RDV0	TUSC3
B4DN50	Not Found
Q5JSD2	VDAC2
B7Z6D9	ARHGEF7
Q8N9Z2	CCDC71L
Q8NGY3	OR6K3
Q9UNK9	ANGEL1
Q8IXQ8	PDZD9
Q5VXD3	SAMD13
B2RPK0	HMGB1P1
P01743	None
Q99865	SPIN2A
A4D256	CDC14C
Q2TAM9	TUSC1
A6NHG4	DDTL
C6GKH1	IL32
Q52KB6	Not Found
Q3U0D9	Not Found
B3KM70	Not Found
B3KWD0	Not Found
B4DR88	Not Found
Q05CV4	Not Found
Q1JUL4	Not Found
Q53F65	Not Found
Q53G71	Not Found
Q53SM6	Not Found
Q5C8S5	Not Found
Q5QNY5	PEX19
Q5TA56	EIF2C3
Q5VVK9	CCDC76
Q6ICN0	Not Found
Q6N074	Not Found
Q6PKC8	Not Found
Q6ZUC8	Not Found
Q7Z511	Not Found
Q86WI5	Not Found
Q8N8C6	Not Found
Q8TEN0	Not Found
Q96K97	Not Found
Q9BVE2	Not Found
Q9BZI0	Not Found
Q9H6G9	Not Found
Q9NRW8	Not Found
Q149M9	NWD1
K9JA46	Not Found
Q86SX1	Not Found
S4R435	Not Found
B7Z6S9	Not Found
Q28953	Not Found
P0CF65	Not Found
P48240	Not Found
Q08285	Not Found
Q12277	Not Found
P25359	Not Found
Q05636	Not Found
P53256	Not Found
Q12149	Not Found
P28241	Not Found
Q03661	Not Found
P38616	Not Found
P18759	Not Found
P07149	Not Found
P21672	Not Found
P19882	Not Found
Q12230	Not Found
P40150	Not Found
P46990	Not Found
P48164	Not Found
P38624	Not Found
Q05050	Not Found
P47068	Not Found
P07703	Not Found
P32900	Not Found
P38180	Not Found
P0C0V8	Not Found
Q06705	Not Found
P16387	Not Found
P43535	Not Found
P05743	Not Found
P38152	Not Found
P05745	Not Found
P47165	Not Found
P25379	Not Found
P0CX52	Not Found
P17065	Not Found
P38754	Not Found
P22211	Not Found
Q02455	Not Found
P05759	Not Found
P39969	Not Found
P04801	Not Found
Q02725	Not Found
P0CX85	Not Found
Q04013	Not Found
P53248	Not Found
P25297	Not Found
P07866	Not Found
P11075	Not Found
P04050	Not Found
P33332	Not Found
Q9JI59	Not Found
O90156	Not Found
Q306M3	Not Found
Q9HCE3	ZNF532
O55236	Not Found
"chebi:""CHEBI:83404"""	Not Found
F8VVM2	SLC25A3
P51557	Not Found
P46607	Not Found
P06869	Not Found
Q12499	Not Found
Q9EPQ1	Not Found
Q9JLF7	Not Found
P58681	Not Found
Q99MB1	Not Found
P58682	Not Found
O35657	Not Found
P02699	Not Found
Q2Y0F1	Not Found
D4N3L3	Not Found
P36709	Not Found
ensembl:ENSG00000199065	Not Found
P62255	Not Found
P54116	Not Found
Q9D2N9	Not Found
Q3UR70	Not Found
Q0P5W1	Not Found
Q6ZP65	CCDC64
Q96KW9	SPACA7
Q8TBY9	WDR66
Q96DN5	WDR67
Q6EEV6	SUMO4
P60616	Not Found
P07589	Not Found
Q4AAD6	Not Found
ensembl:ENSG00000145901	Not Found
ensembl:ENSG00000012061	Not Found
Q96L58	B3GALT6
Q7TQK5	Not Found
P31809	Not Found
P01580	Not Found
Q969P6	TOP1MT
A8JF99	Not Found
Q2NKZ1	Not Found
Q3MHL7	Not Found
P48562	Not Found
Q12465	Not Found
A2RRC9	Not Found
A8K3C2	NECAP1
A8K9C1	Not Found
B0LPE5	Not Found
B2R886	Not Found
B3KWQ7	Not Found
G5E9N2	TRO
Q14CW7	Not Found
Q8WVK1	Not Found
Q2M1V9	Not Found
Q32MQ0	ZNF750
Q495Y8	SPDYE2
Q53QD4	Not Found
Q549H9	Not Found
Q69FE3	Not Found
Q6FG85	Not Found
Q6ZU64	CCDC108
Q75MR5	Not Found
Q7L1H2	Not Found
Q8N8G2	VGLL2
Q96BU6	Not Found
Q96FA6	Not Found
Q9BRG6	APOL4
Q6FGS1	Not Found
Q6P090	CLK4
Q5U0E4	Not Found
Q3B7J2	GFOD2
ensembl:ENSMUSG00000042499	Not Found
ensembl:ENSMUSG00000079277	Not Found
ensembl:ENSMUSG00000042448	Not Found
ensembl:ENSMUSG00000058297	Not Found
ensembl:ENSMUSG00000001655	Not Found
ensembl:ENSMUSG00000050328	Not Found
ensembl:ENSMUSG00000036139	Not Found
ensembl:ENSMUSG00000043013	Not Found
ensembl:ENSMUSG00000044938	Not Found
ensembl:ENSMUSG00000001815	Not Found
ensembl:ENSMUSG00000050368	Not Found
ensembl:ENSMUSG00000038507	Not Found
P83351	Not Found
P08082	Not Found
P37091	Not Found
Q9I841	Not Found
Q9I840	Not Found
Q8R5A3	Not Found
Q5T0Z8	C6orf132
Q86VR7	VSIG10L
P22194	Not Found
O59755	Not Found
P23636	Not Found
P23635	Not Found
Q9P7H4	Not Found
ensembl:ENSMUSG00000025407	Not Found
ensembl:ENSG00000111087	Not Found
ensembl:ENSG00000197921	Not Found
ensembl:ENSG00000172238	Not Found
B4DSH1	Not Found
A8K4B4	Not Found
Q6NTA2	Not Found
A8K9K8	Not Found
D3DPS3	Not Found
A8K3W4	Not Found
A0PJ92	Not Found
A8K6V7	Not Found
A8K9U6	Not Found
B4DXZ6	FXR1
B4DRD7	Not Found
B7Z4L7	Not Found
A8K7D9	Not Found
Q05DR1	Not Found
Q5JW30	STAU1
B4DW97	Not Found
B2RAD8	Not Found
Q2NLD4	Not Found
B2RDP6	Not Found
B2R8R5	Not Found
B4E022	TKT
B3KQT9	Not Found
B4DGN8	Not Found
A8K6I4	Not Found
B3KMC9	Not Found
B4DZC0	Not Found
Q59E91	Not Found
B7ZB44	Not Found
Q05CW7	Not Found
B7Z8Y3	Not Found
B4DDX2	Not Found
A9CP04	Not Found
A5PLK7	Not Found
B7Z2F4	CCT4
E7EQG2	EIF4A2
ensembl:ENSG00000185507	Not Found
A0A0H3JGR6	Not Found
Q8XAL6	Not Found
A0A0H3JFN8	Not Found
O08970	Not Found
Q8BMP6	Not Found
Q6ZQ12	Not Found
Q8BFX2	Not Found
Q3V0M8	Not Found
Q60670	Not Found
Q9D5A0	Not Found
Q9QZL9	Not Found
Q6K1E7	Not Found
Q6UL01	Not Found
Q5FWB9	Not Found
Q9CQD0	Not Found
Q9CQ84	Not Found
Q9D5I4	Not Found
Q9QYI7	Not Found
P48024	Not Found
Q9DAN6	Not Found
Q9QY80	Not Found
Q7TQE6	Not Found
Q9D3X9	Not Found
P97393	Not Found
O88983	Not Found
Q9Z2H5	Not Found
Q80XI3	Not Found
Q80V86	Not Found
Q9DAG9	Not Found
Q8CF37	Not Found
D3YU81	Not Found
Q9JJ80	Not Found
P50528	Not Found
Q8K310	Not Found
Q9CQL1	Not Found
Q9JJZ2	Not Found
Q61584	Not Found
Q99MV1	Not Found
Q8BTI8	Not Found
Q9R0I7	Not Found
Q99KP6	Not Found
P00342	Not Found
Q8CGP6	Not Found
A6NFI3	ZNF316
Q30KQ2	DEFB130
Q5VT98	PRAMEF20
Q92791	LEPREL4
P0C0P6	NPS
P04545	Not Found
Q8BGD6	Not Found
Q9CQ22	Not Found
Q5VTU8	ATP5EP2
Q9JIN6	Not Found
ensembl:ENSMUSG00000027843	Not Found
ensembl:ENSMUSG00000027718	Not Found
ensembl:ENSMUSG00000028163	Not Found
ensembl:ENSMUSG00000027931	Not Found
ensembl:ENSMUSG00000042035	Not Found
ensembl:ENSMUSG00000086564	Not Found
Q9DCL8	Not Found
A5A4Y9	Not Found
Q8BQ30	Not Found
Q8R3G1	Not Found
Q3UMT1	Not Found
Q8BG95	Not Found
A2AJW4	Not Found
Q99KW3	Not Found
Q8CG03	Not Found
Q6P1E1	Not Found
Q69Z38	Not Found
Q8BKR5	Not Found
Q9JM13	Not Found
Q8CGB3	Not Found
Q91YD3	Not Found
Q62415	Not Found
Q9CWD8	Not Found
Q8K2D3	Not Found
P38060	Not Found
E9Q6B2	Not Found
Q99MR9	Not Found
Q8CBY1	Not Found
Q99L13	Not Found
B1AVP0	Not Found
E9QJU8	Not Found
Q8BJZ4	Not Found
D3YWX2	Not Found
O89112	Not Found
A2AAJ9	Not Found
Q8R0N6	Not Found
Q3TXS7	Not Found
Q8BWM0	Not Found
Q922D8	Not Found
Q8BPB5	Not Found
Q8R0F8	Not Found
Q920Q6	Not Found
P06728	Not Found
Q63943	Not Found
Q99J39	Not Found
Q3ULU4	Not Found
E9QLZ9	Not Found
Q14C51	Not Found
Q80VQ1	Not Found
Q921G7	Not Found
Q99246	Not Found
Q8CAK1	Not Found
P16332	Not Found
Q8R123	Not Found
Q8BK64	Not Found
P29788	Not Found
E9Q4Z2	Not Found
Q8K010	Not Found
K3W4S6	Not Found
Q5DTJ9	Not Found
E9Q0S6	Not Found
G5E902	Not Found
E9QAQ5	Not Found
O70571	Not Found
P62715	Not Found
Q02566	Not Found
P59017	Not Found
Q5EBG6	Not Found
E9PGF5	TNS1
D6REX3	SEC31A
Q5T4U5	ACADM
A2A274	ACO2
B7ZKJ8	ITIH4
C9J2C0	TUBA8
F5H423	ARF3
Q96RP7	GAL3ST4
Q96R72	OR4K3
Q8TER0	SNED1
Q96EX2	RNFT2
Q58FF7	HSP90AB3P
ensembl:ENSG00000277727	Not Found
Q8TE82	SH3TC1
C9JWJ8	NFIX
P56178	DLX5
O43423	ANP32C
Q9UNW9	NOVA2
Q16075	Not Found
G5E9I4	BRMS1
Q8N6M5	ALLC
F8WDT5	SAMD1
P78426	NKX6-1
A0A494C1E9	Not Found
E7ENI6	ICA1
A6NFT4	CCDC42B
J3KNK1	MAPK9
J3KNN3	PHKG2
O60268	KIAA0513
C9JFV4	PELP1
Q0P6D6	CCDC15
J3KN53	MDM2
E9PMU7	PUF60
A6NKT7	RGPD3
H7BZF0	SLC22A5
C9JDE9	ACAA1
Q68DL7	C18orf63
Q58FG0	HSP90AA5P
H0YAA0	SYNCRIP
H7BZJ3	PDIA3
P0C7P4	UQCRFS1P1
Q7Z5H4	VN1R5
Q9Y536	PPIAL4A
E9PRG8	C11orf48
Q5FYB0	ARSJ
D6RBZ0	HNRNPAB
E9PJN9	RPS3
A0A0S2Z4G4	Not Found
Q8N9B4	ANKRD42
B1ALA9	PRPS1
Q5SRD1	TIMM23B
J3KRF5	CLTC
Q80W65	Not Found
Q8NG48	LINS
G3H0L7	Not Found
G3IPA5	Not Found
G3GRA0	Not Found
G3IGX9	Not Found
P53072	Not Found
A9LNM8	Not Found
Q9Z1C7	Not Found
Q9JHE0	Not Found
Q8K4S6	Not Found
P68182	Not Found
P70460	Not Found
Q9Z0P5	Not Found
P24452	Not Found
P40124	Not Found
P15532	Not Found
Q05144	Not Found
Q0GNC1	Not Found
P31271	HOXA13
ensembl:ENSG00000175793	Not Found
P14199	Not Found
P26806	Not Found
D4ABI7	Not Found
Q66H80	Not Found
Q9WV78	Not Found
Q09137	Not Found
A0A8I3RSA7	Not Found
A0A8C0RWE0	Not Found
ensembl:ENSG00000221288	Not Found
ensembl:ENSG00000215973	Not Found
ensembl:ENSG00000273878	Not Found
ensembl:ENSG00000207714	Not Found
ensembl:ENSG00000275264	Not Found
ensembl:ENSG00000275377	Not Found
ensembl:ENSG00000222071	Not Found
ensembl:ENSG00000278544	Not Found
ensembl:ENSG00000207585	Not Found
P24741	Not Found
O89940	Not Found
P00651	Not Found
O89039	Not Found
Q99217	AMELX
Q5MJS3	Not Found
Q86W24	NLRP14
Q6DCA4	Not Found
Q00889	PSG6
O43182	ARHGAP6
O60347	TBC1D12
Q8NH70	OR4A16
Q8N2A0	LINC00269
Q6P3W6	NBPF10
Q5TAG4	NBPF12
Q8TF27	AGAP11
P16112	ACAN
Q7Z407	CSMD3
A6NKL6	TMEM200C
Q8NGA0	OR7G1
P25940	COL5A3
Q9NWU1	OXSM
B1APH4	ZNF487P
F1M4I4	Not Found
O55166	Not Found
D3ZPE5	Not Found
O88703	Not Found
Q6ZVU3	Not Found
A6NJ69	IGIP
Q96ID7	Not Found
Q96BA5	Not Found
O78179	Not Found
Q05910	Not Found
Q15835	GRK1
ensembl:ENSG00000117632	Not Found
ensembl:ENSG00000137275	Not Found
ensembl:ENSG00000150995	Not Found
Q61598	Not Found
Q8IDQ2	Not Found
P32037	Not Found
Q3UHK1	Not Found
O70228	Not Found
Q8BW75	Not Found
O54991	Not Found
F5H3M2	KIFC3
J3KMY6	ZC2HC1C
A0A1B0GVM0	Not Found
Q8WXI8	CLEC4D
Q8BG84	Not Found
P62827	Not Found
P52301	Not Found
F4K567	Not Found
Q7ZTB4	Not Found
Q8BNX1	Not Found
Q8NFW1	COL22A1
Q59G94	Not Found
Q6ZTQ7	Not Found
B7Z6Q5	Not Found
Q3B867	Not Found
ddbj/embl/genbank:L09137.2	Not Found
ensembl:ENSG00000124164	Not Found
ensembl:ENSG00000175756	Not Found
ensembl:ENSG00000171940	Not Found
ensembl:ENSG00000141376	Not Found
ensembl:ENSG00000124151	Not Found
ensembl:ENSG00000105849	Not Found
ensembl:ENSG00000005483	Not Found
ensembl:ENSG00000170558	Not Found
ensembl:ENSG00000057935	Not Found
C9J798	RASA4B
O13978	Not Found
Q9R1P1	Not Found
Q8R404	Not Found
Q8BGZ7	Not Found
Q9QYF1	Not Found
Q9D1C2	Not Found
Q2YDW2	Not Found
Q9Z2P8	Not Found
Q9Z0G9	Not Found
O09005	Not Found
Q2LKW6	Not Found
Q8CF66	Not Found
Q61468	Not Found
Q64331	Not Found
Q8CFD4	Not Found
Q9JII6	Not Found
Q61503	Not Found
Q922H2	Not Found
Q3TUQ5	Not Found
P63082	Not Found
Q9R1Q7	Not Found
Q9CQS8	Not Found
Q8VHK9	Not Found
P70349	Not Found
P62274	Not Found
P08032	Not Found
Q6IWE2	Not Found
Q9CPZ6	Not Found
Q9EQ06	Not Found
Q9EST5	Not Found
Q9CR47	Not Found
B7ZCT1	Not Found
Q8BT60	Not Found
Q8R0F5	Not Found
Q80X32	Not Found
Q80SZ7	Not Found
Q8VDD9	Not Found
Q8R5K4	Not Found
Q91XB7	Not Found
Q91WE6	Not Found
Q6NX79	Not Found
Q921H8	Not Found
Q8BX57	Not Found
P07742	Not Found
P35762	Not Found
Q8R472	Not Found
Q8BHC7	Not Found
Q6PAC3	Not Found
O88696	Not Found
Q921N6	Not Found
Q8BH15	Not Found
Q8C7V3	Not Found
Q91VS8	Not Found
A6H663	Not Found
Q9Z2Q2	Not Found
Q9R0N0	Not Found
Q68FG8	Not Found
Q80VD1	Not Found
Q6ZPE9	Not Found
Q8VHZ7	Not Found
P63024	Not Found
Q8VEH3	Not Found
Q80ZJ1	Not Found
Q8CFV4	Not Found
Q6A0A2	Not Found
Q9R1J3	Not Found
Q9QUR6	Not Found
Q05909	Not Found
P81269	Not Found
Q9D1E8	Not Found
O35465	Not Found
Q9DCC4	Not Found
Q8BU88	Not Found
Q9D2R0	Not Found
P46737	Not Found
B7U582	Not Found
Q3TVR4	Not Found
Q9CR46	Not Found
Q8C5Q4	Not Found
Q9D198	Not Found
Q9D0R4	Not Found
Q8C9V6	Not Found
Q8CH02	Not Found
Q3TYK4	Not Found
Q5EBG4	Not Found
Q99M08	Not Found
Q9ESX4	Not Found
Q9JKX6	Not Found
Q9D4P0	Not Found
Q3TL33	Not Found
Q3UZ28	Not Found
Q3V0J1	Not Found
Q8BMC4	Not Found
Q8C4B4	Not Found
Q9DBF7	Not Found
Q3TEA8	Not Found
Q9D868	Not Found
Q3TC33	Not Found
Q922M3	Not Found
Q9ET30	Not Found
A2ARQ4	Not Found
Q9Z2Z6	Not Found
P45591	Not Found
Q3U7B3	Not Found
A2API8	Not Found
Q8BRG8	Not Found
Q9D0I9	Not Found
P47757	Not Found
Q91Z49	Not Found
Q8R3N6	Not Found
Q91YR7	Not Found
Q8K297	Not Found
Q3T9V8	Not Found
Q9CQ71	Not Found
Q8BHG9	Not Found
Q8BP47	Not Found
Q3TLP8	Not Found
Q3TXJ4	Not Found
P29268	Not Found
Q9R0Q7	Not Found
P70698	Not Found
P62843	Not Found
Q3U8B3	Not Found
Q5FW75	Not Found
Q9JMD0	Not Found
Q05CR0	Not Found
Q8BHL4	Not Found
Q9CWJ9	Not Found
Q9D0F6	Not Found
Q3UK75	Not Found
Q9JM93	Not Found
Q922Q8	Not Found
Q0VBL3	Not Found
Q9D3G5	Not Found
Q9R0Q4	Not Found
Q3U8W9	Not Found
Q8BHE0	Not Found
Q3TIX9	Not Found
O08602	Not Found
O54962	Not Found
Q62150	Not Found
P10922	Not Found
Q3UM65	Not Found
Q921J4	Not Found
Q3UJT6	Not Found
P15864	Not Found
Q3UJN9	Not Found
Q9CZG9	Not Found
Q921I0	Not Found
Q3UI84	Not Found
Q8K3G5	Not Found
P48774	Not Found
Q8CJF7	Not Found
Q9D0N7	Not Found
Q68ED3	Not Found
Q9CR80	Not Found
Q9WUK4	Not Found
Q8CFQ3	Not Found
Q3UQU0	Not Found
Q08024	Not Found
Q9CYR0	Not Found
Q9EPL4	Not Found
Q8BMU5	Not Found
P47856	Not Found
Q9CVC4	Not Found
Q8K354	Not Found
Q9D0F4	Not Found
Q8R480	Not Found
P61750	Not Found
Q8C7Q4	Not Found
Q9CYL5	Not Found
Q9D3N8	Not Found
Q922Q2	Not Found
Q8VDP2	Not Found
Q99LE6	Not Found
O35130	Not Found
P11031	Not Found
Q9CQT2	Not Found
Q9D6L8	Not Found
Q8BV79	Not Found
Q91Z83	Not Found
Q9JJE7	Not Found
Q9DCF9	Not Found
Q64008	Not Found
P49717	Not Found
P04104	Not Found
P61211	Not Found
Q3V009	Not Found
Q99K85	Not Found
Q78XF5	Not Found
Q8QZS5	Not Found
Q8BFU2	Not Found
Q9CY46	Not Found
Q91WK0	Not Found
Q8BM55	Not Found
Q8BG17	Not Found
P09542	Not Found
Q9CX13	Not Found
Q6R0H7	Not Found
Q9JLB2	Not Found
Q9CX48	Not Found
Q3THW5	Not Found
Q3U5K8	Not Found
Q9D6X6	Not Found
Q9QYI3	Not Found
Q3TW27	Not Found
Q9EPA7	Not Found
Q8BGZ2	Not Found
Q8BHC4	Not Found
Q80UM7	Not Found
P59235	Not Found
Q8CG50	Not Found
Q9WUR2	Not Found
Q8C243	Not Found
Q8BNI4	Not Found
Q9EQ28	Not Found
Q8C0K5	Not Found
Q9QYI4	Not Found
Q80TX4	Not Found
Q9CS42	Not Found
Q3UNH3	Not Found
Q9CZH3	Not Found
P47801	Not Found
Q9ET54	Not Found
Q8R1J3	Not Found
B0LM42	Not Found
Q497T2	Not Found
Q9JHI7	Not Found
Q91VE6	Not Found
Q9R0A0	Not Found
O09172	Not Found
Q3TF18	Not Found
Q04750	Not Found
Q3TH77	Not Found
Q99PM9	Not Found
O70492	Not Found
P61222	Not Found
P24547	Not Found
Q8K2T1	Not Found
Q7TQG1	Not Found
Q810D6	Not Found
Q99KG5	Not Found
P13439	Not Found
Q6DFW4	Not Found
Q3UKW2	Not Found
P47915	Not Found
Q3TWW8	Not Found
Q3UIL6	Not Found
P58242	Not Found
Q3UQJ7	Not Found
O55029	Not Found
Q3UWW6	Not Found
Q9D883	Not Found
Q9WUM5	Not Found
F6RND9	Not Found
Q9UGM6	WARS2
Q9QX11	Not Found
O08967	Not Found
P97696	Not Found
P10889	Not Found
Q29558	Not Found
O84137	Not Found
O84227	Not Found
Q6NUM6	TYW1B
Q9D8U8	Not Found
B0B9M4	Not Found
ensembl:ENSG00000158571	Not Found
ensembl:ENSG00000072310	Not Found
Q9SJF3	Not Found
Q8VZC9	Not Found
P27900	Not Found
Q5ZRQ1	Not Found
ensembl:ENSG00000101040	Not Found
ensembl:ENSG00000219481	Not Found
ensembl:ENSG00000111305	Not Found
ensembl:ENSG00000147862	Not Found
Q6GQT6	Not Found
P49704	Not Found
P36048	Not Found
E0VIU9	Not Found
ensembl:ENSG00000124126	Not Found
ensembl:ENSG00000132470	Not Found
B0UYR0	Not Found
Q9DDG2	Not Found
Q6YBR5	Not Found
B8A5J4	Not Found
A0A8M1P6Z5	Not Found
Q9IAR4	Not Found
O42114	Not Found
ensembl:ENSG00000199038	Not Found
O14417	Not Found
Q9NP95	FGF20
Q9HCT0	FGF22
A1L020	MEX3A
Q8TDJ5	Not Found
Q3UZB0	Not Found
B2RX88	Not Found
Q9JHC9	Not Found
D3YWC7	Not Found
A6PWD2	Not Found
Q5SUS0	Not Found
Q80W88	Not Found
P51860	Not Found
P30558	Not Found
Q8K136	Not Found
Q8C6M1	Not Found
Q8R5K2	Not Found
Q68FG0	Not Found
Q9D4G2	Not Found
Q3U2E2	Not Found
Q6IRT3	Not Found
B1AZ99	Not Found
P70697	Not Found
P36552	Not Found
Q80Y14	Not Found
P51175	Not Found
P08680	Not Found
Q8CI59	Not Found
Q9CQN6	Not Found
ddbj/embl/genbank:U52426.1	Not Found
ddbj/embl/genbank:AF010193.1	Not Found
Q99LT0	Not Found
P06839	Not Found
Q08816	Not Found
Q946J8	Not Found
O82175	Not Found
Q8VZ17	Not Found
A0A8I3MUQ3	Not Found
A0A8C0MX11	Not Found
A0A8I3MEU4	Not Found
A0A8C0NXT9	Not Found
A0A8C0SMQ2	Not Found
A0A8I3Q7C5	Not Found
A0A8I3MLQ0	Not Found
A0A8C0SD27	Not Found
A0A8C0MJJ5	Not Found
A0A8I3MVJ2	Not Found
A0A8C0RP34	Not Found
A0A8I3MR19	Not Found
A0A8C0QNN5	Not Found
A0A8C0PP81	Not Found
A0A8C0RXN5	Not Found
A0A8C0RQF5	Not Found
A0A8I3Q3H7	Not Found
Q05052	Not Found
A0A8C0RF66	Not Found
A0A8C0PHG7	Not Found
O46674	Not Found
A0A8I3P582	Not Found
Q62191	Not Found
Q91VR5	Not Found
Q91YR9	Not Found
Q9D0L8	Not Found
Q64282	Not Found
Q60759	Not Found
Q99LF4	Not Found
O50061	Not Found
P99027	Not Found
P97461	Not Found
Q8CG19	Not Found
Q62193	Not Found
P21460	Not Found
Q62426	Not Found
Q8CG76	Not Found
